No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,E_HP,E_Attack,E_Defense,E_SP_Attack,E_SP_Defense,E_Speed
747,Mareanie,Mareanie,7,0.4m,8.0kg,Poison,Water,Merciless,Limber,Regenerator,Blue,50,50,0,20,Water1,,190,61,1000000,Ordinary,,,50,53,62,43,52,45,305,0,0,1,0,0,0
748,Toxapex,Toxapex,7,0.7m,14.5kg,Poison,Water,Merciless,Limber,Regenerator,Blue,50,50,0,20,Water1,,75,173,1000000,Ordinary,,,50,63,152,53,142,35,495,0,0,2,0,0,0
749,Mudbray,Mudbray,7,1.0m,110.0kg,Ground,,Own Tempo,Stamina,Inner Focus,Brown,50,50,0,20,Ground,,190,77,1000000,Ordinary,,,70,100,70,45,55,45,385,0,1,0,0,0,0
750,Mudsdale,Mudsdale,7,2.5m,920.0kg,Ground,,Own Tempo,Stamina,Inner Focus,Brown,50,50,0,20,Ground,,60,175,1000000,Ordinary,,,100,125,100,55,85,35,500,0,2,0,0,0,0
751,Dewpider,Dewpider,7,0.3m,4.0kg,Water,Bug,Water Bubble,,Water Absorb,Green,50,50,0,15,Water1,Bug,200,54,1000000,Ordinary,,,38,40,52,40,72,27,269,0,0,0,0,1,0
752,Araquanid,Araquanid,7,1.8m,82.0kg,Water,Bug,Water Bubble,,Water Absorb,Green,50,50,0,15,Water1,Bug,100,159,1000000,Ordinary,,,68,70,92,50,132,42,454,0,0,0,0,2,0
753,Fomantis,Fomantis,7,0.3m,1.5kg,Grass,,Leaf Guard,,Contrary,Pink,50,50,0,20,Grass,,190,50,1000000,Ordinary,,,40,55,35,50,35,35,250,0,1,0,0,0,0
754,Lurantis,Lurantis,7,0.9m,18.5kg,Grass,,Leaf Guard,,Contrary,Pink,50,50,0,20,Grass,,75,168,1000000,Ordinary,,,70,105,90,80,90,45,480,0,2,0,0,0,0
755,Morelull,Morelull,7,0.2m,1.5kg,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,Purple,50,50,0,20,Grass,,190,57,1000000,Ordinary,,,40,35,55,65,75,15,285,0,0,0,0,1,0
756,Shiinotic,Shiinotic,7,1.0m,11.5kg,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,Purple,50,50,0,20,Grass,,75,142,1000000,Ordinary,,,60,45,80,90,100,30,405,0,0,0,0,2,0
757,Salandit,Salandit,7,0.6m,4.8kg,Poison,Fire,Corrosion,,Oblivious,Black,87.5,12.5,0,20,Monster,Dragon,120,64,1000000,Ordinary,,,48,44,40,71,40,77,320,0,0,0,0,0,1
758,Salazzle,Salazzle,7,1.2m,22.2kg,Poison,Fire,Corrosion,,Oblivious,Black,0,100,0,20,Monster,Dragon,45,168,1000000,Ordinary,,,68,64,60,111,60,117,480,0,0,0,0,0,2
759,Stufful,Stufful,7,0.5m,6.8kg,Normal,Fighting,Fluffy,Klutz,Cute Charm,Pink,50,50,0,15,Ground,,140,68,1000000,Ordinary,,,70,75,50,45,50,50,340,0,1,0,0,0,0
760,Bewear,Bewear,7,2.1m,135.0kg,Normal,Fighting,Fluffy,Klutz,Unnerve,Pink,50,50,0,15,Ground,,70,175,1000000,Ordinary,,,120,125,80,55,60,60,500,0,2,0,0,0,0
761,Bounsweet,Bounsweet,7,0.3m,3.2kg,Grass,,Leaf Guard,Oblivious,Sweet Veil,Purple,0,100,0,20,Grass,,235,42,1059860,Ordinary,,,42,30,38,30,38,32,210,1,0,0,0,0,0
762,Steenee,Steenee,7,0.7m,8.2kg,Grass,,Leaf Guard,Oblivious,Sweet Veil,Purple,0,100,0,20,Grass,,120,102,1059860,Ordinary,,,52,40,48,40,48,62,290,0,0,0,0,0,2
763,Tsareena,Tsareena,7,1.2m,21.4kg,Grass,,Leaf Guard,Queenly Majesty,Sweet Veil,Purple,0,100,0,20,Grass,,45,255,1059860,Ordinary,,,72,120,98,50,98,72,510,0,3,0,0,0,0
764,Comfey,Comfey,7,0.1m,0.3kg,Fairy,,Flower Veil,Triage,Natural Cure,Green,25,75,0,20,Grass,,60,170,800000,Ordinary,,,51,52,90,82,110,100,485,0,0,0,0,2,0
765,Oranguru,Oranguru,7,1.5m,76.0kg,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,White,50,50,0,20,Ground,,45,172,1250000,Ordinary,,,90,60,80,90,110,60,490,0,0,0,0,2,0
766,Passimian,Passimian,7,2.0m,82.8kg,Fighting,,Receiver,,Defiant,White,50,50,0,20,Ground,,45,172,1250000,Ordinary,,,100,120,90,40,60,80,490,0,2,0,0,0,0
767,Wimpod,Wimpod,7,0.5m,12.0kg,Bug,Water,Wimp Out,,,Gray,50,50,0,20,Bug,Water3,90,46,1000000,Ordinary,,,25,35,40,20,30,80,230,0,0,0,0,0,1
768,Golisopod,Golisopod,7,2.0m,108.0kg,Bug,Water,Emergency Exit,,,Gray,50,50,0,20,Bug,Water3,45,186,1000000,Ordinary,,,75,125,140,60,90,40,530,0,0,2,0,0,0
769,Sandygast,Sandygast,7,0.5m,70.0kg,Ghost,Ground,Water Compaction,,Sand Veil,Brown,50,50,0,15,Amorphous,,140,64,1000000,Ordinary,,,55,55,80,70,45,15,320,0,0,1,0,0,0
770,Palossand,Palossand,7,1.3m,250.0kg,Ghost,Ground,Water Compaction,,Sand Veil,Brown,50,50,0,15,Amorphous,,60,168,1000000,Ordinary,,,85,75,110,100,75,35,480,0,0,2,0,0,0
771,Pyukumuku,Pyukumuku,7,0.3m,1.2kg,Water,,Innards Out,,Unaware,Black,50,50,0,15,Water1,,60,144,800000,Ordinary,,,55,60,130,30,130,5,410,0,0,0,0,2,0
772,Type: Null,Type: Null,7,1.9m,120.5kg,Normal,,Battle Armor,,,Gray,0,0,100,120,Undiscovered,,3,107,1250000,Semi-Legendary,,,95,95,95,95,95,59,534,2,0,0,0,0,0
773,Silvally,Silvally,7,2.3m,100.5kg,Normal,,RKS System,,,Gray,0,0,100,120,Undiscovered,,3,285,1250000,Semi-Legendary,,,95,95,95,95,95,95,570,3,0,0,0,0,0
774,Minior,Minior Meteor Form,7,0.3m,40.0kg,Rock,Flying,Shields Down,,,Brown,0,0,100,25,Mineral,,30,154,1059860,Ordinary,,,60,60,100,60,100,60,440,0,0,1,0,1,0
774,Minior,Minior Red Core,7,0.3m,0.3kg,Rock,Flying,Shields Down,,,Red,0,0,100,25,Mineral,,255,175,1059860,Ordinary,,,60,100,60,100,60,120,500,0,1,0,1,0,0
774,Minior,Minior Orange Core,7,0.3m,0.3kg,Rock,Flying,Shields Down,,,Red,0,0,100,25,Mineral,,255,175,1059860,Ordinary,,,60,100,60,100,60,120,500,0,1,0,1,0,0
774,Minior,Minior Yellow Core,7,0.3m,0.3kg,Rock,Flying,Shields Down,,,Yellow,0,0,100,25,Mineral,,255,175,1059860,Ordinary,,,60,100,60,100,60,120,500,0,1,0,1,0,0
774,Minior,Minior Green Core,7,0.3m,0.3kg,Rock,Flying,Shields Down,,,Green,0,0,100,25,Mineral,,255,175,1059860,Ordinary,,,60,100,60,100,60,120,500,0,1,0,1,0,0
774,Minior,Minior Blue Core,7,0.3m,0.3kg,Rock,Flying,Shields Down,,,Blue,0,0,100,25,Mineral,,255,175,1059860,Ordinary,,,60,100,60,100,60,120,500,0,1,0,1,0,0
774,Minior,Minior Indigo Core,7,0.3m,0.3kg,Rock,Flying,Shields Down,,,Blue,0,0,100,25,Mineral,,255,175,1059860,Ordinary,,,60,100,60,100,60,120,500,0,1,0,1,0,0
774,Minior,Minior Purple Core,7,0.3m,0.3kg,Rock,Flying,Shields Down,,,Purple,0,0,100,25,Mineral,,255,175,1059860,Ordinary,,,60,100,60,100,60,120,500,0,1,0,1,0,0
775,Komala,Komala,7,0.4m,19.9kg,Normal,,Comatose,,,Blue,50,50,0,20,Ground,,45,168,1250000,Ordinary,,,65,115,65,75,95,65,480,0,2,0,0,0,0
776,Turtonator,Turtonator,7,2.0m,212.0kg,Fire,Dragon,Shell Armor,,,Red,50,50,0,20,Monster,Dragon,70,170,1000000,Ordinary,,,60,78,135,91,85,36,485,0,0,2,0,0,0
777,Togedemaru,Togedemaru,7,0.3m,3.3kg,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,Gray,50,50,0,10,Ground,Fairy,180,152,1000000,Ordinary,,,65,98,63,40,73,96,435,0,2,0,0,0,0
778,Mimikyu,Mimikyu,7,0.2m,0.7kg,Ghost,Fairy,Disguise,,,Yellow,50,50,0,20,Amorphous,,45,167,1000000,Ordinary,,,55,90,80,50,105,96,476,0,0,0,0,2,0
779,Bruxish,Bruxish,7,0.9m,19.0kg,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,Pink,50,50,0,15,Water2,,80,166,1000000,Ordinary,,,68,105,70,70,70,92,475,0,2,0,0,0,0
780,Drampa,Drampa,7,3.0m,185.0kg,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,White,50,50,0,20,Monster,Dragon,70,170,1000000,Ordinary,,,78,60,85,135,91,36,485,0,0,0,2,0,0
781,Dhelmise,Dhelmise,7,3.9m,210.0kg,Ghost,Grass,Steelworker,,,Green,0,0,100,25,Mineral,,25,181,1000000,Ordinary,,,70,131,100,86,90,40,517,0,2,0,0,0,0
782,Jangmo-o,Jangmo-o,7,0.6m,29.7kg,Dragon,,Bulletproof,Soundproof,Overcoat,Gray,50,50,0,40,Dragon,,45,60,1250000,Ordinary,,,45,55,65,45,45,45,300,0,0,1,0,0,0
783,Hakamo-o,Hakamo-o,7,1.2m,47.0kg,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Gray,50,50,0,40,Dragon,,45,147,1250000,Ordinary,,,55,75,90,65,70,65,420,0,0,2,0,0,0
784,Kommo-o,Kommo-o,7,1.6m,78.2kg,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Gray,50,50,0,40,Dragon,,45,300,1250000,Ordinary,,,75,110,125,100,105,85,600,0,0,3,0,0,0
785,Tapu Koko,Tapu Koko,7,1.8m,20.5kg,Electric,Fairy,Electric Surge,,Telepathy,Yellow,0,0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,,,70,115,85,95,75,130,570,0,0,0,0,0,3
786,Tapu Lele,Tapu Lele,7,1.2m,18.6kg,Psychic,Fairy,Psychic Surge,,Telepathy,Pink,0,0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,,,70,85,75,130,115,95,570,0,0,0,3,0,0
787,Tapu Bulu,Tapu Bulu,7,1.9m,45.5kg,Grass,Fairy,Grassy Surge,,Telepathy,Red,0,0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,,,70,130,115,85,95,75,570,0,3,0,0,0,0
788,Tapu Fini,Tapu Fini,7,1.3m,21.2kg,Water,Fairy,Misty Surge,,Telepathy,Purple,0,0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,,,70,75,115,95,130,85,570,0,0,0,0,3,0
789,Cosmog,Cosmog,7,0.2m,0.1kg,Psychic,,Unaware,,,Blue,0,0,100,120,Undiscovered,,45,40,1250000,Legendary,,,43,29,31,29,31,37,200,1,0,0,0,0,0
790,Cosmoem,Cosmoem,7,0.1m,999.9kg,Psychic,,Sturdy,,,Blue,0,0,100,120,Undiscovered,,45,140,1250000,Legendary,,,43,29,131,29,131,37,400,0,0,1,0,1,0
791,Solgaleo,Solgaleo,7,3.4m,230.0kg,Psychic,Steel,Full Metal Body,,,White,0,0,100,120,Undiscovered,,45,340,1250000,Legendary,,,137,137,107,113,89,97,680,0,3,0,0,0,0
792,Lunala,Lunala,7,4.0m,120.0kg,Psychic,Ghost,Shadow Shield,,,Purple,0,0,100,120,Undiscovered,,45,340,1250000,Legendary,,,137,113,89,137,107,97,680,0,0,0,3,0,0
793,Nihilego,Nihilego,7,1.2m,55.5kg,Rock,Poison,Beast Boost,,,White,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,,,109,53,47,127,131,103,570,0,0,0,0,3,0
794,Buzzwole,Buzzwole,7,2.4m,333.6kg,Bug,Fighting,Beast Boost,,,Red,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,,,107,139,139,53,53,79,570,0,1,2,0,0,0
795,Pheromosa,Pheromosa,7,1.8m,25.0kg,Bug,Fighting,Beast Boost,,,White,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,,,71,137,37,137,37,151,570,0,0,0,0,0,3
796,Xurkitree,Xurkitree,7,3.8m,100.0kg,Electric,,Beast Boost,,,Black,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,,,83,89,71,173,71,83,570,0,0,0,3,0,0
797,Celesteela,Celesteela,7,9.2m,999.9kg,Steel,Flying,Beast Boost,,,Green,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,,,97,101,103,107,101,61,570,0,1,1,1,0,0
798,Kartana,Kartana,7,0.3m,0.1kg,Grass,Steel,Beast Boost,,,White,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,,,59,181,131,59,31,109,570,0,3,0,0,0,0
799,Guzzlord,Guzzlord,7,5.5m,888.0kg,Dark,Dragon,Beast Boost,,,Black,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,,,223,101,53,97,53,43,570,3,0,0,0,0,0
800,Necrozma,Necrozma,7,2.4m,230.0kg,Psychic,,Prism Armor,,,Black,0,0,100,120,Undiscovered,,255,300,1250000,Legendary,,,97,107,101,127,89,79,600,0,1,0,2,0,0
800,Necrozma,Dusk Mane Necrozma,7,3.8m,460.0kg,Psychic,Steel,Prism Armor,,,Yellow,0,0,100,120,Undiscovered,,255,340,1250000,Legendary,,,97,157,127,113,109,77,680,0,3,0,0,0,0
800,Necrozma,Dawn Wings Necrozma,7,4.2m,350.0kg,Psychic,Ghost,Prism Armor,,,Blue,0,0,100,120,Undiscovered,,255,340,1250000,Legendary,,,97,113,109,157,127,77,680,0,0,0,3,0,0
800,Necrozma,Ultra Necrozma,7,7.5m,230.0kg,Psychic,Dragon,Neuroforce,,,Yellow,0,0,100,120,Undiscovered,,255,339,1250000,Legendary,,,97,167,97,167,97,129,754,0,1,0,1,0,1
801,Magearna,Magearna,7,1.0m,80.5kg,Steel,Fairy,Soul-Heart,,,Gray,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,80,95,115,130,115,65,600,0,0,0,3,0,0
802,Marshadow,Marshadow,7,0.7m,22.2kg,Fighting,Ghost,Technician,,,Gray,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,90,125,80,90,90,125,600,0,2,0,0,0,1
803,Poipole,Poipole,7,0.6m,1.8kg,Poison,,Beast Boost,,,Purple,0,0,100,120,Undiscovered,,45,210,1250000,Semi-Legendary,,,67,73,67,73,67,73,420,0,0,0,0,0,1
804,Naganadel,Naganadel,7,3.6m,150.0kg,Poison,Dragon,Beast Boost,,,Purple,0,0,100,120,Undiscovered,,45,270,1250000,Semi-Legendary,,,73,73,73,127,73,121,540,0,0,0,3,0,0
805,Stakataka,Stakataka,7,5.5m,820.0kg,Rock,Steel,Beast Boost,,,Gray,0,0,100,120,Undiscovered,,30,285,1250000,Semi-Legendary,,,61,131,211,53,101,13,570,0,0,3,0,0,0
806,Blacephalon,Blacephalon,7,1.8m,13.0kg,Fire,Ghost,Beast Boost,,,White,0,0,100,120,Undiscovered,,30,285,1250000,Semi-Legendary,,,53,127,53,151,79,107,570,0,0,0,3,0,0
807,Zeraora,Zeraora,7,1.5m,44.5kg,Electric,,Volt Absorb,,,Yellow,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,88,112,75,102,80,143,600,0,0,0,0,0,3
808,Meltan,Meltan,7,0.2m,8.0kg,Steel,,Magnet Pull,,,Gray,0,0,100,120,Undiscovered,,3,150,1250000,Mythical,,,46,65,65,55,35,34,300,0,1,0,0,0,0
809,Melmetal,Melmetal,7,2.5m,800.0kg,Steel,,Iron Fist,,,Gray,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,135,143,143,80,65,34,600,0,3,0,0,0,0
810,Grookey,Grookey,8,0.3m,5.0kg,Grass,,Overgrow,,Grassy Surge,Green,87.5,12.5,0,20,Ground,Grass,45,62,1059860,Ordinary,,,50,65,50,40,40,65,310,0,1,0,0,0,0
811,Thwackey,Thwackey,8,0.7m,14.0kg,Grass,,Overgrow,,Grassy Surge,Green,87.5,12.5,0,20,Ground,Grass,45,147,1059860,Ordinary,,,70,85,70,55,60,80,420,0,2,0,0,0,0
812,Rillaboom,Rillaboom,8,2.1m,90.0kg,Grass,,Overgrow,,Grassy Surge,Green,87.5,12.5,0,20,Ground,Grass,45,265,1059860,Ordinary,,,100,125,90,60,70,85,530,0,3,0,0,0,0
813,Scorbunny,Scorbunny,8,0.3m,4.5kg,Fire,,Blaze,,Libero,White,87.5,12.5,0,20,Ground,Human-Like,45,62,1059860,Ordinary,,,50,71,40,40,40,69,310,0,0,0,0,0,1
814,Raboot,Raboot,8,0.6m,9.0kg,Fire,,Blaze,,Libero,Gray,87.5,12.5,0,20,Ground,Human-Like,45,147,1059860,Ordinary,,,65,86,60,55,60,94,420,0,0,0,0,0,2
815,Cinderace,Cinderace,8,1.4m,33.0kg,Fire,,Blaze,,Libero,White,87.5,12.5,0,20,Ground,Human-Like,45,265,1059860,Ordinary,,,80,116,75,65,75,119,530,0,0,0,0,0,3
816,Sobble,Sobble,8,0.3m,4.0kg,Water,,Torrent,,Sniper,Blue,87.5,12.5,0,20,Water1,Ground,45,62,1059860,Ordinary,,,50,40,40,70,40,70,310,0,0,0,0,1,1
817,Drizzile,Drizzile,8,0.7m,11.5kg,Water,,Torrent,,Sniper,Blue,87.5,12.5,0,20,Water1,Ground,45,147,1059860,Ordinary,,,65,60,55,95,55,90,420,0,0,0,2,0,0
818,Inteleon,Inteleon,8,1.9m,45.2kg,Water,,Torrent,,Sniper,Blue,87.5,12.5,0,20,Water1,Ground,45,265,1059860,Ordinary,,,70,85,65,125,65,120,530,0,0,0,0,0,3
819,Skwovet,Skwovet,8,0.3m,2.5kg,Normal,,Cheek Pouch,,Gluttony,Brown,50,50,0,20,Ground,,255,55,1000000,Ordinary,,,70,55,55,35,35,25,275,1,0,0,0,0,0
820,Greedent,Greedent,8,0.6m,6.0kg,Normal,,Cheek Pouch,,Gluttony,Brown,50,50,0,20,Ground,,90,161,1000000,Ordinary,,,120,95,95,55,75,20,460,2,0,0,0,0,0
821,Rookidee,Rookidee,8,0.2m,1.8kg,Flying,,Keen Eye,Unnerve,Big Pecks,Blue,50,50,0,15,Flying,,255,49,1059860,Ordinary,,,38,47,35,33,35,57,245,0,0,0,0,0,1
822,Corvisquire,Corvisquire,8,0.8m,16.0kg,Flying,,Keen Eye,Unnerve,Big Pecks,Blue,50,50,0,15,Flying,,120,128,1059860,Ordinary,,,68,67,55,43,55,77,365,0,0,0,0,0,2
823,Corviknight,Corviknight,8,2.2m,75.0kg,Flying,Steel,Pressure,Unnerve,Mirror Armor,Purple,50,50,0,15,Flying,,45,248,1059860,Ordinary,,,98,87,105,53,85,67,495,0,0,3,0,0,0
824,Blipbug,Blipbug,8,0.4m,8.0kg,Bug,,Swarm,Compound Eyes,Telepathy,Blue,50,50,0,15,Bug,,255,36,1000000,Ordinary,,,25,20,20,25,45,45,180,0,0,0,0,1,0
825,Dottler,Dottler,8,0.4m,19.5kg,Bug,Psychic,Swarm,Compound Eyes,Telepathy,Yellow,50,50,0,15,Bug,,120,117,1000000,Ordinary,,,50,35,80,50,90,30,335,0,0,0,0,2,0
826,Orbeetle,Orbeetle,8,0.4m,40.8kg,Bug,Psychic,Swarm,Frisk,Telepathy,Red,50,50,0,15,Bug,,45,253,1000000,Ordinary,,,60,45,110,80,120,90,505,0,0,0,0,3,0
827,Nickit,Nickit,8,0.6m,8.9kg,Dark,,Run Away,Unburden,Stakeout,Brown,50,50,0,15,Ground,,255,49,800000,Ordinary,,,40,28,28,47,52,50,245,0,0,0,0,1,0
828,Thievul,Thievul,8,1.2m,19.9kg,Dark,,Run Away,Unburden,Stakeout,Brown,50,50,0,15,Ground,,127,159,800000,Ordinary,,,70,58,58,87,92,90,455,0,0,0,0,2,0
829,Gossifleur,Gossifleur,8,0.4m,2.2kg,Grass,,Cotton Down,Regenerator,Effect Spore,Green,50,50,0,20,Grass,,190,50,1000000,Ordinary,,,40,40,60,40,60,10,250,0,0,0,0,1,0
830,Eldegoss,Eldegoss,8,0.5m,2.5kg,Grass,,Cotton Down,Regenerator,Effect Spore,Green,50,50,0,20,Grass,,75,161,1000000,Ordinary,,,60,50,90,80,120,60,460,0,0,0,0,2,0
831,Wooloo,Wooloo,8,0.6m,6.0kg,Normal,,Fluffy,Run Away,Bulletproof,White,50,50,0,15,Ground,,255,122,1000000,Ordinary,,,42,40,55,40,45,48,270,0,0,1,0,0,0
832,Dubwool,Dubwool,8,1.3m,43.0kg,Normal,,Fluffy,Steadfast,Bulletproof,White,50,50,0,15,Ground,,127,172,1000000,Ordinary,,,72,80,100,60,90,88,490,0,0,2,0,0,0
833,Chewtle,Chewtle,8,0.3m,8.5kg,Water,,Strong Jaw,Shell Armor,Swift Swim,Green,50,50,0,20,Monster,Water1,255,57,1000000,Ordinary,,,50,64,50,38,38,44,284,0,1,0,0,0,0
834,Drednaw,Drednaw,8,1.0m,115.5kg,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,Green,50,50,0,20,Monster,Water1,75,170,1000000,Ordinary,,,90,115,90,48,68,74,485,0,2,0,0,0,0
835,Yamper,Yamper,8,0.3m,13.5kg,Electric,,Ball Fetch,,Rattled,Yellow,50,50,0,20,Ground,,255,54,800000,Ordinary,,,59,45,50,40,50,26,270,1,0,0,0,0,0
836,Boltund,Boltund,8,1.0m,34.0kg,Electric,,Strong Jaw,,Competitive,Yellow,50,50,0,20,Ground,,45,172,800000,Ordinary,,,69,90,60,90,60,121,490,0,0,0,0,0,2
837,Rolycoly,Rolycoly,8,0.3m,12.0kg,Rock,,Steam Engine,Heatproof,Flash Fire,Black,50,50,0,15,Mineral,,255,48,1059860,Ordinary,,,30,40,50,40,50,30,240,0,0,1,0,0,0
838,Carkol,Carkol,8,1.1m,78.0kg,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Black,50,50,0,15,Mineral,,120,144,1059860,Ordinary,,,80,60,90,60,70,50,410,0,0,2,0,0,0
839,Coalossal,Coalossal,8,2.8m,310.5kg,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Black,50,50,0,15,Mineral,,45,255,1059860,Ordinary,,,110,80,120,80,90,30,510,0,0,3,0,0,0
840,Applin,Applin,8,0.2m,0.5kg,Grass,Dragon,Ripen,Gluttony,Bulletproof,Green,50,50,0,20,Grass,Dragon,255,52,600000,Ordinary,,,40,40,80,40,40,20,260,0,0,1,0,0,0
841,Flapple,Flapple,8,0.3m,1.0kg,Grass,Dragon,Ripen,Gluttony,Hustle,Green,50,50,0,20,Grass,Dragon,45,170,600000,Ordinary,,,70,110,80,95,60,70,485,0,2,0,0,0,0
842,Appletun,Appletun,8,0.4m,13.0kg,Grass,Dragon,Ripen,Gluttony,Thick Fat,Green,50,50,0,20,Grass,Dragon,45,170,600000,Ordinary,,,110,85,80,100,80,30,485,2,0,0,0,0,0
843,Silicobra,Silicobra,8,2.2m,7.6kg,Ground,,Sand Spit,Shed Skin,Sand Veil,Green,50,50,0,20,Ground,Dragon,255,63,1000000,Ordinary,,,52,57,75,35,50,46,315,0,0,1,0,0,0
844,Sandaconda,Sandaconda,8,3.8m,65.5kg,Ground,,Sand Spit,Shed Skin,Sand Veil,Green,50,50,0,20,Ground,Dragon,120,179,1000000,Ordinary,,,72,107,125,65,70,71,510,0,0,2,0,0,0
845,Cramorant,Cramorant,8,0.8m,18.0kg,Flying,Water,Gulp Missile,,,Blue,50,50,0,20,Water1,Flying,45,166,1000000,Ordinary,,,70,85,55,85,95,85,475,0,0,0,0,2,0
846,Arrokuda,Arrokuda,8,0.5m,1.0kg,Water,,Swift Swim,,Propeller Tail,Brown,50,50,0,20,Water2,,255,56,1250000,Ordinary,,,41,63,40,40,30,66,280,0,0,0,0,0,1
847,Barraskewda,Barraskewda,8,1.3m,30.0kg,Water,,Swift Swim,,Propeller Tail,Brown,50,50,0,20,Water2,,60,172,1250000,Ordinary,,,61,123,60,60,50,136,490,0,0,0,0,0,2
848,Toxel,Toxel,8,0.4m,11.0kg,Electric,Poison,Rattled,Static,Klutz,Purple,50,50,0,25,Undiscovered,,75,48,1059860,Ordinary,,,40,38,35,54,35,40,242,0,0,0,1,0,0
849,Toxtricity,Toxtricity Amped Form,8,1.6m,40.0kg,Electric,Poison,Punk Rock,Plus,Technician,Purple,50,50,0,25,Human-Like,,45,176,1059860,Ordinary,,,75,98,70,114,70,75,502,0,0,0,2,0,0
849,Toxtricity,Toxtricity Low-Key Form,8,1.6m,40.0kg,Electric,Poison,Punk Rock,Minus,Technician,Purple,50,50,0,25,Human-Like,,45,176,1059860,Ordinary,,,75,98,70,114,70,75,502,0,0,0,2,0,0
850,Sizzlipede,Sizzlipede,8,0.7m,1.0kg,Fire,Bug,Flash Fire,White Smoke,Flame Body,Red,50,50,0,20,Bug,,190,61,1000000,Ordinary,,,50,65,45,50,50,45,305,0,1,0,0,0,0
851,Centiskorch,Centiskorch,8,3.0m,120.0kg,Fire,Bug,Flash Fire,White Smoke,Flame Body,Red,50,50,0,20,Bug,,75,184,1000000,Ordinary,,,100,115,65,90,90,65,525,0,2,0,0,0,0
852,Clobbopus,Clobbopus,8,0.6m,4.0kg,Fighting,,Limber,,Technician,Brown,50,50,0,25,Water1,Human-Like,180,62,1059860,Ordinary,,,50,68,60,50,50,32,310,0,1,0,0,0,0
853,Grapploct,Grapploct,8,1.6m,39.0kg,Fighting,,Limber,,Technician,Blue,50,50,0,25,Water1,Human-Like,45,168,1059860,Ordinary,,,80,118,90,70,80,42,480,0,2,0,0,0,0
854,Sinistea,Sinistea,8,0.1m,0.2kg,Ghost,,Weak Armor,,Cursed Body,Purple,0,0,100,20,Mineral,Amorphous,120,62,1000000,Ordinary,,,40,45,45,74,54,50,308,0,0,0,1,0,0
855,Polteageist,Polteageist,8,0.2m,0.4kg,Ghost,,Weak Armor,,Cursed Body,Purple,0,0,100,20,Mineral,Amorphous,60,178,1000000,Ordinary,,,60,65,65,134,114,70,508,0,0,0,2,0,0
856,Hatenna,Hatenna,8,0.4m,3.4kg,Psychic,,Healer,Anticipation,Magic Bounce,Pink,0,100,0,20,Fairy,,235,53,1250000,Ordinary,,,42,30,45,56,53,39,265,0,0,0,1,0,0
857,Hattrem,Hattrem,8,0.6m,4.8kg,Psychic,,Healer,Anticipation,Magic Bounce,Pink,0,100,0,20,Fairy,,120,130,1250000,Ordinary,,,57,40,65,86,73,49,370,0,0,0,2,0,0
858,Hatterene,Hatterene,8,2.1m,5.1kg,Psychic,Fairy,Healer,Anticipation,Magic Bounce,Pink,0,100,0,20,Fairy,,45,255,1250000,Ordinary,,,57,90,95,136,103,29,510,0,0,0,3,0,0
859,Impidimp,Impidimp,8,0.4m,5.5kg,Dark,Fairy,Prankster,Frisk,Pickpocket,Pink,100,0,0,20,Fairy,Human-Like,255,53,1000000,Ordinary,,,45,45,30,55,40,50,265,0,0,0,1,0,0
860,Morgrem,Morgrem,8,0.8m,12.5kg,Dark,Fairy,Prankster,Frisk,Pickpocket,Pink,100,0,0,20,Fairy,Human-Like,120,130,1000000,Ordinary,,,65,60,45,75,55,70,370,0,0,0,2,0,0
