ID: 424 ID: 424 | Name: Pansage | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.6m | Weight: 10.5kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 316

Profundidade Local: 7
Quantidade: 9
| 81;21459 | 209;19084 | 337;3013 | 465;43254 | 593;19373 | 721;2694 | 849;1590 | 977;25260 | 1105;17567 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 69;4030 | 197;27799 | 325;28413 | 453;21512 | 581;14620 | 709;12344 | 837;13038 | 965;7494 | 1093;48675 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 124;22913 | 252;38432 | 380;24177 | 508;28061 | 636;20905 | 764;19482 | 892;27197 | 1020;28793 | 1148;57356 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 72;18749 | 200;13083 | 328;29582 | 456;30454 | 584;16892 | 712;27529 | 840;10033 | 968;18220 | 1096;10097 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 75;26320 | 203;29753 | 331;1393 | 459;21565 | 587;28846 | 715;17670 | 843;36955 | 971;57255 | 1099;44735 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 71;18804 | 199;50074 | 327;48782 | 455;10902 | 583;18968 | 711;42826 | 839;10856 | 967;640 | 1095;41358 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 126;63178 | 254;60712 | 382;30778 | 510;54651 | 638;61973 | 766;8522 | 894;16478 | 1022;44258 | 1150;23224 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 104;48109 | 232;3291 | 360;50020 | 488;12205 | 616;22445 | 744;7444 | 872;20428 | 1000;33202 | 1128;9150 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 120;8134 | 248;30506 | 376;10420 | 504;4081 | 632;61032 | 760;40981 | 888;51715 | 1016;16111 | 1144;37585 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 99;45108 | 227;46846 | 355;62303 | 483;11168 | 611;7699 | 739;39367 | 867;29175 | 995;32262 | 1123;40323 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 77;19327 | 205;54291 | 333;47686 | 461;58243 | 589;21009 | 717;55470 | 845;32766 | 973;4299 | 1101;28265 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 87;30033 | 215;29075 | 343;56165 | 471;62574 | 599;22497 | 727;1536 | 855;33037 | 983;45263 | 1111;61281 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 125;28524 | 253;39581 | 381;8301 | 509;39041 | 637;60978 | 765;33145 | 893;56502 | 1021;7298 | 1149;36045 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 73;62951 | 201;11891 | 329;47168 | 457;46799 | 585;14096 | 713;12829 | 841;39640 | 969;23075 | 1097;16213 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 82;23760 | 210;57920 | 338;35154 | 466;61333 | 594;19025 | 722;4453 | 850;17459 | 978;18585 | 1106;59140 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 70;11546 | 198;47892 | 326;33682 | 454;1963 | 582;23704 | 710;12278 | 838;50822 | 966;318 | 1094;14324 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 113;11596 | 241;42311 | 369;31415 | 497;11220 | 625;33737 | 753;34344 | 881;32163 | 1009;61081 | 1137;47063 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 92;45214 | 220;58513 | 348;25630 | 476;7595 | 604;39524 | 732;53427 | 860;21739 | 988;3546 | 1116;33918 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 78;41259 | 206;33981 | 334;16577 | 462;7917 | 590;41139 | 718;24382 | 846;5134 | 974;43149 | 1102;9785 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 122;3388 | 250;19944 | 378;20482 | 506;34139 | 634;41569 | 762;38329 | 890;34834 | 1018;55622 | 1146;16844 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 79;34397 | 207;56451 | 335;30730 | 463;18691 | 591;45553 | 719;31253 | 847;46089 | 975;57464 | 1103;56229 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 84;58730 | 212;26600 | 340;34776 | 468;742 | 596;30139 | 724;30251 | 852;35637 | 980;9630 | 1108;43632 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 90;30573 | 218;34720 | 346;55301 | 474;35054 | 602;37537 | 730;1238 | 858;54128 | 986;6466 | 1114;48307 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 83;44947 | 211;30672 | 339;63636 | 467;21174 | 595;27751 | 723;10477 | 851;21789 | 979;36418 | 1107;27958 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 86;472 | 214;37296 | 342;52598 | 470;56733 | 598;36354 | 726;22337 | 854;28463 | 982;49398 | 1110;62728 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 80;57309 | 208;13505 | 336;51827 | 464;35886 | 592;24831 | 720;27850 | 848;62900 | 976;32114 | 1104;36633 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 68;40531 | 196;43101 | 324;63480 | 452;27647 | 580;40377 | 708;3650 | 836;687 | 964;37194 | 1092;41888 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 102;24328 | 230;12047 | 358;60447 | 486;13558 | 614;24758 | 742;43835 | 870;10360 | 998;47628 | 1126;6670 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 89;1908 | 217;45712 | 345;62834 | 473;8085 | 601;34029 | 729;38594 | 857;54022 | 985;54970 | 1113;19428 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 67;59205 | 195;26929 | 323;7192 | 451;29704 | 579;37920 | 707;30300 | 835;52048 | 963;9022 | 1091;45760 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 115;23485 | 243;105 | 371;2368 | 499;57002 | 627;12568 | 755;43531 | 883;15308 | 1011;58025 | 1139;57643 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 76;3064 | 204;46900 | 332;38480 | 460;45659 | 588;32567 | 716;50655 | 844;49645 | 972;2319 | 1100;31799 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 101;32212 | 229;23385 | 357;39148 | 485;54345 | 613;57206 | 741;41944 | 869;14434 | 997;55567 | 1125;3713 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 88;55202 | 216;25046 | 344;42716 | 472;31092 | 600;18910 | 728;18484 | 856;24609 | 984;11712 | 1112;4348 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 109;46378 | 237;56555 | 365;9258 | 493;39473 | 621;40644 | 749;48948 | 877;53368 | 1005;55955 | 1133;8906 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 96;46952 | 224;40485 | 352;25365 | 480;31744 | 608;43301 | 736;62680 | 864;46424 | 992;32358 | 1120;11320 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 114;32462 | 242;28906 | 370;11836 | 498;60602 | 626;40043 | 754;47788 | 882;36789 | 1010;62360 | 1138;36197 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 97;61488 | 225;40863 | 353;37141 | 481;45969 | 609;7397 | 737;63062 | 865;40219 | 993;32312 | 1121;13144 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 119;26489 | 247;56897 | 375;26262 | 503;8456 | 631;62784 | 759;32416 | 887;59711 | 1015;14385 | 1143;60824 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 108;39099 | 236;47361 | 364;36472 | 492;40801 | 620;7853 | 748;56395 | 876;23025 | 1004;37351 | 1132;17139 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 93;23280 | 221;6823 | 349;28010 | 477;12457 | 605;28361 | 733;17089 | 861;57058 | 989;42661 | 1117;63329 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 127;7648 | 255;33256 | 383;23170 | 511;28684 | 639;19182 | 767;11009 | 895;6411 | 1023;52654 | 1151;53315 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 116;37242 | 244;51561 | 372;3595 | 500;41425 | 628;5659 | 756;9205 | 884;44635 | 1012;52095 | 1140;52496 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 107;56625 | 235;55415 | 363;32988 | 491;54457 | 619;9087 | 747;39944 | 875;41473 | 1003;42511 | 1131;13399 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 95;54073 | 223;6361 | 351;55676 | 479;58933 | 607;30824 | 735;17799 | 863;35837 | 991;2213 | 1119;58782 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 98;5920 | 226;28217 | 354;4243 | 482;49147 | 610;53911 | 738;10254 | 866;6872 | 994;42466 | 1122;18853 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 118;19693 | 246;52825 | 374;1182 | 502;49353 | 630;585 | 758;35735 | 886;12727 | 1014;45054 | 1142;48206 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 106;18057 | 234;34447 | 362;12512 | 490;21848 | 618;5869 | 746;51357 | 874;52448 | 1002;43682 | 1130;60928 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 121;30881 | 249;2147 | 377;21121 | 505;20751 | 633;19795 | 761;57161 | 889;1752 | 1017;59378 | 1145;12672 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 111;18638 | 239;58575 | 367;43002 | 495;35368 | 623;10644 | 751;50875 | 879;18010 | 1007;5403 | 1135;22608 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 103;44788 | 231;16530 | 359;43366 | 487;57757 | 615;28964 | 743;21910 | 871;10695 | 999;8689 | 1127;60198 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 85;5550 | 213;46751 | 341;57812 | 469;27149 | 597;4691 | 725;48355 | 853;23644 | 981;51610 | 1109;7246 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 94;44104 | 222;17511 | 350;15613 | 478;43049 | 606;59944 | 734;43732 | 862;49598 | 990;27412 | 1118;1697 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 64;35786 | 192;31312 | 320;61847 | 448;20373 | 576;53810 | 704;60552 | 832;1135 | 960;30622 | 1088;50287 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 65;19741 | 193;47264 | 321;20321 | 449;4564 | 577;60496 | 705;48515 | 833;12615 | 961;53653 | 1089;10590 | -;- | 

Profundidade Local: 7
Quantidade: 9
| 100;62631 | 228;25837 | 356;45441 | 484;7032 | 612;56795 | 740;23968 | 868;57518 | 996;63012 | 1124;6567 | -;- | 


91500  3:(13372) Crabominable,907 (194300) Lopunny,635 (90472) Sandshrew,673 (168600) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001)
13372  4:(2064) Arceus,1059 (123368) Bellsprout,66 (193272) Camerupt,202 (46268) Cherrim Sunshine Form,793 (187104) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001)
2064  5:(0008) Aggron,618 (122340) Alolan Golem,1061 (58604) Alolan Muk,1115 (215888) Alolan Sandshrew,735 (82248) Ampharos,986 (31876) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001)
0008  7:(-001) Abomasnow,901 (-001) Abra,265 (-001) Absol,994 (-001) Accelgor,1117 (-001) Aegislash Blade Form,932 (-001) Aegislash Shield Form,248 (-001) Aerodactyl,701 (-001) , 0 (-001) , 0 (-001) --> (122340)
122340  8:(-001) Aggron,618 (-001) Aipom,967 (-001) Alakazam,64 (-001) Alcremie,547 (-001) Alolan Diglett,818 (-001) Alolan Dugtrio,1056 (-001) Alolan Exeggutor,238 (-001) Alolan Geodude,1184 (-001) , 0 (-001) --> (58604)
58604  5:(-001) Alolan Golem,1061 (-001) Alolan Graveler,1116 (-001) Alolan Grimer,47 (-001) Alolan Marowak,877 (-001) Alolan Meowth,81 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (215888)
215888  6:(-001) Alolan Muk,1115 (-001) Alolan Ninetales,587 (-001) Alolan Persian,1129 (-001) Alolan Raichu,937 (-001) Alolan Raticate,931 (-001) Alolan Rattata,1160 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (82248)
82248  8:(-001) Alolan Sandshrew,735 (-001) Alolan Sandslash,870 (-001) Alolan Vulpix,616 (-001) Alomomola,325 (-001) Altaria,235 (-001) Amaura,160 (-001) Ambipom,232 (-001) Amoonguss,409 (-001) , 0 (-001) --> (31876)
31876  9:(-001) Ampharos,986 (-001) Annihilape,774 (-001) Anorith,365 (-001) Appletun,371 (-001) Applin,893 (-001) Araquanid,1007 (-001) Arbok,302 (-001) Arboliva,276 (-001) Arcanine,867 (-001) --> (61688)
123368  5:(61688) Ariados,929 (164488) Audino,991 (18512) Banette,134 (42156) Basculegion Felame,387 (208692) Beartic,299 (156264) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001)
61688  6:(-001) Arceus,1059 (-001) Archen, 1 (-001) Archeops,880 (-001) Arctibax,685 (-001) Arctovish,810 (-001) Arctozolt,515 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (164488)
164488  8:(-001) Ariados,929 (-001) Armaldo,1156 (-001) Armarouge,188 (-001) Aromatisse,1022 (-001) Aron,959 (-001) Arrokuda,501 (-001) Articuno,548 (-001) Ash Greninja,1122 (-001) , 0 (-001) --> (18512)
18512  9:(-001) Audino,991 (-001) Aurorus,438 (-001) Avalugg,786 (-001) Axew,537 (-001) Azelf,1120 (-001) Azumarill,1031 (-001) Azurill,930 (-001) Bagon,17 (-001) Baltoy,776 (-001) --> (42156)
42156  4:(-001) Banette,134 (-001) Barbaracle,671 (-001) Barboach,214 (-001) Barraskewda,14 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (208692)
208692  7:(-001) Basculegion Felame,387 (-001) Basculegion Male,574 (-001) Basculin Blue Stripe,985 (-001) Basculin Red Stripe,152 (-001) Bastiodon,1049 (-001) Baxcalibur,977 (-001) Bayleef,541 (-001) , 0 (-001) , 0 (-001) --> (156264)
156264  7:(-001) Beartic,299 (-001) Beautifly,42 (-001) Beedrill,15 (-001) Beheeyem,284 (-001) Beldum,216 (-001) Bellibolt,1162 (-001) Bellossom,1148 (-001) , 0 (-001) , 0 (-001) --> (83276)
193272  6:(83276) Blastoise,821 (7204) Boldore,817 (165516) Braixen,859 (196356) Bruxish,1157 (69912) Buneary,363 (129536) Butterfree,812 (192244) , 0 (-001) , 0 (-001) , 0 (-001)
83276  9:(-001) Bellsprout,66 (-001) Bergmite,778 (-001) Bewear,644 (-001) Bibarel,872 (-001) Bidoof,684 (-001) Binacle,287 (-001) Bisharp,50 (-001) Blacephalon,153 (-001) Black Kyurem,339 (-001) --> (7204)
7204  5:(-001) Blastoise,821 (-001) Blaziken,366 (-001) Blipbug,803 (-001) Blissey,790 (-001) Blitzle,974 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (165516)
165516  6:(-001) Boldore,817 (-001) Boltund,795 (-001) Bombirdier,520 (-001) Bonsly,1006 (-001) Bouffalant,204 (-001) Bounsweet,70 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (196356)
196356  9:(-001) Braixen,859 (-001) Brambleghast,44 (-001) Bramblin,198 (-001) Braviary,640 (-001) Breloom,844 (-001) Brionne,692 (-001) Bronzong,748 (-001) Bronzor,896 (-001) Brute Bonnet,159 (-001) --> (95612)
69912  4:(-001) Bruxish,1157 (-001) Budew,250 (-001) Buizel,1135 (-001) Bulbasaur,354 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (129536)
129536  5:(-001) Buneary,363 (-001) Bunnelby,1168 (-001) Burmy Plant Form,771 (-001) Burmy Sandy Form,512 (-001) Burmy Trash Form,703 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (192244)
192244  8:(-001) Butterfree,812 (-001) Buzzwole,259 (-001) Cacnea,900 (-001) Cacturne,169 (-001) Calyrex,847 (-001) Calyrex Ice Rider,694 (-001) Calyrex Shadow Rider,142 (-001) Charcadet,584 (-001) , 0 (-001) --> (45240)
46268  5:(7204) Bounsweet,70 (95612) Castform,288 (115144) Caterpie,624 (186076) Ceruledge,971 (224112) Charmander,373 (17484) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001)
7204  5:(-001) Blastoise,821 (-001) Blaziken,366 (-001) Blipbug,803 (-001) Blissey,790 (-001) Blitzle,974 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (165516)
95612  9:(-001) Bounsweet,70 (-001) Camerupt,202 (-001) Capsakid,647 (-001) Carbink,478 (-001) Carkol,855 (-001) Carnivine,876 (-001) Carracosta,326 (-001) Carvanha,814 (-001) Cascoon,224 (-001) --> (115144)
115144  4:(-001) Castform,288 (-001) Castform Rainy Form,769 (-001) Castform Snowy Form,596 (-001) Castform Sunny Form,906 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (186076)
186076  4:(-001) Caterpie,624 (-001) Celebi,155 (-001) Celesteela,261 (-001) Centiskorch,327 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (224112)
224112  8:(-001) Ceruledge,971 (-001) Cetitan,49 (-001) Cetoddle,627 (-001) Chandelure,700 (-001) Chansey,430 (-001) Charcadet,584 (-001) Charizard,1145 (-001) Charjabug,550 (-001) , 0 (-001) --> (69912)
17484  4:(-001) Charmander,373 (-001) Charmeleon,911 (-001) Chatot,185 (-001) Cherrim,768 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (180936)
187104  5:(180936) Chien-Pao,938 (29820) Chingling,456 (179908) Clefable,209 (127480) Cofagrigus,1021 (65800) Conkeldurr,256 (160376) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001)
180936  6:(-001) Cherrim Sunshine Form,793 (-001) Cherubi,751 (-001) Chesnaught,674 (-001) Chespin,53 (-001) Chewtle,219 (-001) Chi-Yu,733 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (29820)
29820  5:(-001) Chien-Pao,938 (-001) Chikorita,1138 (-001) Chimchar,213 (-001) Chimecho,1152 (-001) Chinchou,741 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (179908)
179908  7:(-001) Chingling,456 (-001) Cinccino,1075 (-001) Cinderace,980 (-001) Clamperl,87 (-001) Clauncher,57 (-001) Clawitzer,1002 (-001) Claydol,1088 (-001) , 0 (-001) , 0 (-001) --> (127480)
127480  8:(-001) Clefable,209 (-001) Clefairy,485 (-001) Cleffa,832 (-001) Clobbopus,1190 (-001) Clodsire,904 (-001) Cloyster,1142 (-001) Coalossal,124 (-001) Cobalion,471 (-001) , 0 (-001) --> (65800)
65800  5:(-001) Cofagrigus,1021 (-001) Combee,743 (-001) Combusken,376 (-001) Comfey,126 (-001) Confined Hoopa,475 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (160376)
160376  9:(-001) Conkeldurr,256 (-001) Copperajah,910 (-001) Corphish,925 (-001) Corsola,894 (-001) Corviknight,559 (-001) Corvisquire,1099 (-001) Cosmoem,886 (-001) Cosmog,760 (-001) Cottonee,271 (-001) --> (34960)
194300  7:(101780) Deoxys Speed Form,715 (211776) Dusk Mane Necrozma,1034 (22624) Fomantis,722 (119256) Galarian Weezing,43 (204580) Gossifleur,69 (41128) Hisuian Zorua,535 (89444) Keldeo Resolute Form,454 (137760) , 0 (-001) , 0 (-001)
101780  6:(34960) Crocalor,269 (54492) Cubchoo,777 (213832) Cyndaquil,951 (138788) Darmanitan Zen-Mode,503 (212804) Deerling Autumn Form,157 (20568) Deino,816 (174768) , 0 (-001) , 0 (-001) , 0 (-001)
34960  9:(-001) Crabominable,907 (-001) Crabrawler,440 (-001) Cradily,143 (-001) Cramorant,679 (-001) Cranidos,682 (-001) Crawdaunt,439 (-001) Cresselia,948 (-001) Croagunk,176 (-001) Crobat,628 (-001) --> (54492)
54492  4:(-001) Crocalor,269 (-001) Croconaw,1181 (-001) Crustle,782 (-001) Cryogonal,1159 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (213832)
213832  6:(-001) Cubchoo,777 (-001) Cubone,728 (-001) Cufant,294 (-001) Cursola,773 (-001) Cutiefly,1111 (-001) Cyclizar,222 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (138788)
138788  4:(-001) Cyndaquil,951 (-001) Dachsbun,556 (-001) Darkrai,457 (-001) Darmanitan,740 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (212804)
212804  6:(-001) Darmanitan Zen-Mode,503 (-001) Dartrix,205 (-001) Darumaka,1172 (-001) Dawn Wings Necrozma,1095 (-001) Decidueye,1133 (-001) Dedenne,834 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (20568)
20568  4:(-001) Deerling Autumn Form,157 (-001) Deerling Spring Form,970 (-001) Deerling Summer Form,916 (-001) Deerling Winter Form,467 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (174768)
174768  7:(-001) Deino,816 (-001) Delcatty,631 (-001) Delibird,1020 (-001) Delphox,481 (-001) Deoxys,1101 (-001) Deoxys Attack Form,725 (-001) Deoxys Defense Form,490 (-001) , 0 (-001) , 0 (-001) --> (70940)
211776  6:(70940) Dialga,460 (220000) Ditto,536 (141872) Dracovish,362 (44212) Dratini,1015 (100752) Drowzee,101 (159348) Dugtrio,982 (210748) , 0 (-001) , 0 (-001) , 0 (-001)
70940  5:(-001) Deoxys Speed Form,715 (-001) Dewgong, 7 (-001) Dewott,862 (-001) Dewpider,1010 (-001) Dhelmise,580 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (220000)
220000  5:(-001) Dialga,460 (-001) Dialga Origin Form,963 (-001) Diancie,945 (-001) Diggersby,1026 (-001) Diglett,60 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (141872)
141872  8:(-001) Ditto,536 (-001) Dodrio,383 (-001) Doduo,263 (-001) Dolliv,251 (-001) Dondozo,21 (-001) Donphan,110 (-001) Dottler,825 (-001) Doublade,240 (-001) , 0 (-001) --> (44212)
44212  9:(-001) Dracovish,362 (-001) Dracozolt,851 (-001) Dragalge,567 (-001) Dragapult,499 (-001) Dragonair,508 (-001) Dragonite,300 (-001) Drakloak,780 (-001) Drampa,395 (-001) Drapion,763 (-001) --> (100752)
100752  7:(-001) Dratini,1015 (-001) Drednaw,146 (-001) Dreepy,866 (-001) Drifblim,163 (-001) Drifloon,836 (-001) Drilbur,330 (-001) Drizzile,613 (-001) , 0 (-001) , 0 (-001) --> (159348)
159348  5:(-001) Drowzee,101 (-001) Druddigon,772 (-001) Dubwool,358 (-001) Ducklett,1057 (-001) Dudunsparce,353 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (210748)
210748  6:(-001) Dugtrio,982 (-001) Dunsparce,1121 (-001) Duosion,247 (-001) Duraludon,308 (-001) Durant,1130 (-001) Dusclops,435 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (3092)
22624  9:(3092) Eiscue Noice Face,750 (81220) Electrode,781 (149068) Empoleon,738 (37016) Espeon,62 (148040) Falinks,1085 (16456) Feebas,317 (126452) Ferrothorn,718 (173740) Flapple,655 (68884) Flittle,1131 (198412)
3092  9:(-001) Dusk Mane Necrozma,1034 (-001) Dusknoir,466 (-001) Duskull,933 (-001) Dustox,623 (-001) Dwebble,190 (-001) Eelektrik,1155 (-001) Eelektross,678 (-001) Eevee,315 (-001) Eiscue Ice Face,497 (-001) --> (81220)
81220  6:(-001) Eiscue Noice Face,750 (-001) Ekans,121 (-001) Eldegoss,820 (-001) Electabuzz,813 (-001) Electivire,798 (-001) Electrike,1140 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (149068)
149068  5:(-001) Electrode,781 (-001) Elekid,1112 (-001) Elgyem,212 (-001) Emboar,571 (-001) Emolga,826 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (37016)
37016  6:(-001) Empoleon,738 (-001) Enamorus Incarnate Style,935 (-001) Enamorus Therian Style,1050 (-001) Entei,502 (-001) Escavalier,360 (-001) Espathra,458 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (148040)
148040  8:(-001) Espeon,62 (-001) Espurr,811 (-001) Eternamax Eternatus,650 (-001) Eternatus,604 (-001) Excadrill,1058 (-001) Exeggcute,392 (-001) Exeggutor,446 (-001) Exploud,164 (-001) , 0 (-001) --> (16456)
16456  5:(-001) Falinks,1085 (-001) Fan Rotom,885 (-001) Farfetch'd,414 (-001) Farigiraf,690 (-001) Fearow,1080 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (126452)
126452  4:(-001) Feebas,317 (-001) Fennekin,196 (-001) Feraligatr,864 (-001) Ferroseed,203 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (173740)
173740  7:(-001) Ferrothorn,718 (-001) Fidough,37 (-001) Finizen,217 (-001) Finneon,1114 (-001) Flaaffy,668 (-001) Flabebe,565 (-001) Flamigo,607 (-001) , 0 (-001) , 0 (-001) --> (68884)
68884  4:(-001) Flapple,655 (-001) Flareon,24 (-001) Fletchinder,140 (-001) Fletchling,544 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (198412)
198412  7:(-001) Flittle,1131 (-001) Floatzel,680 (-001) Floette,13 (-001) Floragato,783 (-001) Florges,137 (-001) Flutter Mane,403 (-001) Flygon,427 (-001) , 0 (-001) , 0 (-001) --> (27764)
119256  4:(27764) Frillish,61 (153180) Fuecoco,1102 (66828) Galarian Corsola,1043 (177852) Galarian Meowth,582 (112060) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001)
27764  5:(-001) Fomantis,722 (-001) Foongus,882 (-001) Forretress,468 (-001) Fraxure,344 (-001) Frigibax,476 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (153180)
153180  6:(-001) Frillish,61 (-001) Froakie,364 (-001) Frogadier,423 (-001) Froslass,1047 (-001) Frosmoth,1180 (-001) Frost Rotom,322 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (66828)
66828  5:(-001) Fuecoco,1102 (-001) Furfrou,557 (-001) Furret,681 (-001) Gabite,1098 (-001) Galarian Articuno,779 (-001) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (177852)
177852  6:(-001) Galarian Corsola,1043 (-001) Galarian Darmanitan,340 (-001) Galarian Darmanitan Zen-Mode,286 (-001) Galarian Darumaka,86 (-001) Galarian Farfetch'd,1032 (-001) Galarian Linoone,687 (-001) , 0 (-001) , 0 (-001) , 0 (-001) --> (112060)
112060  9:(-001) Galarian Meowth,582 (-001) Galarian Moltres,405 (-001) Galarian Mr. Mime,1100 (-001) Galarian Ponyta,375 (-001) Galarian Rapidash,676 (-001) Galarian Slowbro,608 (-001) Galarian Slowking,710 (-001) Galarian Slowpoke,1090 (-001) Galarian Stunfisk,954 (-001) --> (6176)
204580  5:(6176) Garchomp,553 (161404) Genesect,1191 (203552) Gimmighoul,714 (57576) Glimmet,1105 (118228) Goldeen,1003 (195328) , 0 (-001) , 0 (-001) , 0 (-001) , 0 (-001)
6176  7:(-001) Galarian Weezing,43 (-001) Galarian Yamask,220 (-001) Galarian Zapdos,642 (-001) Galarian Zigzagoon,459 (-001) Gallade,334 (-001) Galvantula, 8 (-001) Garbodor,767 (-001) , 0 (-001) , 0 (-001) --> (161404)
